model,file_id,noise_type,level,latency_s,accuracy_pct,hypothesis,reference
tiny,02,office,level_heavy,0.586,94.0,"Good morning, my name is, awe, Sarah, I represent Aurora Tech Singapore. We provide eye-powered supply chain platforms for enterprise clients. We currently serve over 40 clients across six countries in the region. Last quarter, our platform process, you know, more than 2 million transactions. We're excited about the possibility of expanding into the Vietnamese market. Thank you for taking the time to meet with us today.","Good morning, my name is... ah, Sarah, I represent Aurora Tech Singapore. We provide AI-powered supply chain platforms for enterprise clients. We currently serve over 40 clients across 6 countries in the region. Last quarter, our platform processed, you know, more than 2 million transactions. We're excited about the possibility of expanding into the Vietnamese market. Thank you for taking the time to meet with us today."
tiny,03,office,level_heavy,0.597,61.5,"Chúng tôi đã ruềv yêu bảo giá của quý công ty. Mức giá hơi tào sau với bắt sĩ bàn đầu, nên sách của chúng tôi cho pro-seq này là khoảng 2,000 nền đô làm nghĩ. Nếu kỳ hợp đồng 2 năm, quý vị có thể óp vừa giảm giá người phần chăm được không. Chúng tôi cũng cần thời gian bảo hành tôi thiệu mười tán thắng. Vậy chúng ta có thể chốt lại các ac sân ai tầm vào cuộc họp bình sau không.","Chúng tôi đã review báo giá của quý công ty, mức giá hơi cao so với budget ban đầu. Ngân sách của chúng tôi cho project này là khoảng 200 nghìn đô la Mỹ. Nếu ký hợp đồng 2 năm, quý vị có thể offer giảm giá 10% được không? Chúng tôi cũng cần thời gian bảo hành tối thiểu 18 tháng. Vậy chúng ta có thể chốt lại các action items vào cuộc họp tuần sau không?"
tiny,04,office,level_heavy,0.403,94.8,"We would like to discuss the pricing for the next quarter. Our current offer is, let me check, 15% lower than the market average. However, we can only guarantee this rate for orders above. Sorry, above 500 units. Can we schedule a follow-up meeting next Monday at 9am? I'll send a revised proposal by email this afternoon.","We would like to discuss the pricing for the next quarter. Our current offer is... let me check... 15% lower than the market average. However, we can only guarantee this rate for orders above... sorry, above 500 units. Can we schedule a follow-up meeting next Monday at 9 AM? I'll send the revised proposal by email this afternoon."
tiny,05,office,level_heavy,0.591,45.3,"Bây mình tâm trong hợp đồng đang vi là bác nguy phần chăm trước. Bày nguy phần chăm sau khi nghiệm thú, chúng tôi muốn điều trình thành 3 được thánh tỏan thay vi hai được. Về điều quản phát vi phản, mức phát hiện tại là không phải năm phần chăm mỗi ngày trễ hạnh. Thơi hạn hợp đồng là mười hai thắng, có thể ra hạn thêm sau thắng. Tìm lý gồ của chúng tôi sẽ xem lại bản dự thảo trước khi kỳ chính thức.","Payment terms trong hợp đồng đang ghi là 30% trước, 70% sau khi nghiệm thu. Chúng tôi muốn điều chỉnh thành 3 đợt thanh toán thay vì 2 đợt. Về điều khoản phạt vi phạm, mức phạt hiện tại là 0.5% mỗi ngày trễ hạn. Thời hạn hợp đồng là 12 tháng, có thể gia hạn thêm 6 tháng. Team legal của chúng tôi sẽ xem lại bản dự thảo trước khi ký chính thức."
tiny,06,office,level_heavy,0.372,98.2,Let's go over the confidentiality clause in Section 4 of the contract. This clause remains valid for five years after the contract ends. We propose adding an arbitration clause in case of any disputes. Both parties must give written notice at least 60 days before termination. I believe this covers all the key terms for now.,Let's go over the confidentiality clause in section 4 of the contract. This clause remains valid for 5 years after the contract ends. We propose adding an arbitration clause in case of any disputes. Both parties must give written notice at least 60 days before termination. I believe this covers all the key terms for now.
tiny,07,office,level_heavy,0.56,55.1,Hệ thống của chúng tôi hiện tại sợp tích hợp qua API REST và WACU. Thời gian phản hồi chung bình là giới 2 chăm mươi. Zữ liệu được mạo hóa theo chuẩn AES 2 chăm năm may sấu khi liệu trước và chuyến tay. Hệ thống có khả năng scale để handle tới mười nghìn Request mỗi dây. Chúng tôi cùng cấp tại liệu API đây đủ và hỗ trợ kiện thoại 2 mùi bốn vấn bày.,Hệ thống của chúng tôi hiện tại support tích hợp qua API REST và webhook. Thời gian phản hồi trung bình là dưới 200 mili giây. Dữ liệu được mã hóa theo chuẩn AES-256 khi lưu trữ và truyền tải. Hệ thống có khả năng scale để handle tới 10 nghìn request mỗi giây. Chúng tôi cung cấp tài liệu API đầy đủ và hỗ trợ kỹ thuật 24/7.
tiny,08,office,level_heavy,0.396,98.1,"How does your platform handle data backup in disaster recovery? We perform automatic backups every 6 hours with a 99.9% uptime guarantee. Is the system compatible with? Um, on-premise deployment for sensitive data? Yes, we offer both cloud and on-premise deployment options. What is the estimated onboarding time for a new client?","How does your platform handle data backup and disaster recovery? We perform automatic backups every 6 hours with a 99.9% uptime guarantee. Is the system compatible with, um, on-premise deployment for sensitive data? Yes, we offer both cloud and on-premise deployment options. What is the estimated onboarding time for a new client?"
tiny,09,office,level_heavy,0.704,64.1,"Đơn hàng lần này gồm năm 2020, cần giao trước này 1 năm tháng tắm, thời gian sản sất tiêu chuẩn của chúng tôi là bắt quần. Nếu đặt hàng gấp, a không, nếu là đơn ơn ơn, chúng tôi có thể giúp nắn xuống còn mười ngày với phụ phía năm 2020. Hàng sẽ được phận chuyển bằng đường biển, dự kiến mất thêm hai quần. Chúng tôi sẽ gửi má chắc kinh đơn hàng này sau khi sất khó.","Đơn hàng lần này gồm 500 sản phẩm, cần giao trước ngày 15 tháng 8. Thời gian sản xuất tiêu chuẩn của chúng tôi là 3 tuần. Nếu đặt hàng gấp... à không, nếu là đơn urgent, chúng tôi có thể rút ngắn xuống còn 10 ngày với phụ phí 5%. Hàng sẽ được vận chuyển bằng đường biển, dự kiến mất thêm 2 tuần. Chúng tôi sẽ gửi mã tracking đơn hàng ngay sau khi xuất kho."
tiny,10,office,level_heavy,0.397,98.3,"We need the shipment to arrive by September 1st. Actually, no, make it September 5th at the latest that timeline is tight, but we can arrange air freight instead of C freight. Air freight would increase the cost by approximately 20%. That's acceptable, given the urgency of this order. We'll confirm the final delivery date within 24 hours.","We need the shipment to arrive by September 1st... actually, no, make it September 5th at the latest. That timeline is tight, but we can arrange air freight instead of sea freight. Air freight would increase the cost by approximately 20%. That's acceptable, given the urgency of this order. We'll confirm the final delivery date within 24 hours."
tiny,01,office,level_light,0.713,62.7,"Xin chào, tôi làm mính, đại giản cho công ty tất việt số lúc sần, chúng tôi chuyên công cấp lại pháp phần mềm trong ngành lơ dịch. Công ty được thành lập năm 2019, hiện có hơn 1 trong 2 minh nhân viên, giành thù năm ngoái của chúng tôi đặt khoảng năm 2019. Chúng tôi đang tìm kiếm đối tác chiến lực ở khu vực đông năm á. Dết mong được hợp tác lâu dài với quy công ty.","Xin chào, tôi là Minh, đại diện cho công ty TechViet Solutions. Chúng tôi chuyên cung cấp giải pháp phần mềm cho ngành logistics. Công ty được thành lập năm 2018, hiện có hơn 120 nhân viên. Doanh thu năm ngoái của chúng tôi đạt khoảng 50 tỷ đồng. Chúng tôi đang tìm kiếm đối tác chiến lược ở khu vực Đông Nam Á. Rất mong được hợp tác lâu dài với quý công ty."
tiny,02,office,level_light,0.576,92.5,"Good morning, my name is, awe, Sarah, I represent Aurora Tech Singapore. We provide eye-powered supply chain platforms for enterprise clients. We currently serve over 40 clients across six countries in the region. Last quarter, our platform process, you know, more than two million transactions. We're excited about the possibility of expanding into the Vietnamese market. Thank you for taking the time to meet with us today.","Good morning, my name is... ah, Sarah, I represent Aurora Tech Singapore. We provide AI-powered supply chain platforms for enterprise clients. We currently serve over 40 clients across 6 countries in the region. Last quarter, our platform processed, you know, more than 2 million transactions. We're excited about the possibility of expanding into the Vietnamese market. Thank you for taking the time to meet with us today."
tiny,03,office,level_light,0.585,62.8,"Chúng tôi đã review bảo giá của quý công ty. Mức giá hơi tào sau với bắt sĩ bàn đầu. Nên sách của chúng tôi cho pro sách này là khoảng 2,000 niên đô là Mỹ. Nếu ký hợp đồng 2 năm, quý vị có thể óp phở giảm giá người phần chăm được không. Chúng tôi cũng cần thời gian bảo hành tôi thiệu mười tán thắng. Vậy chúng ta có thể chốt lại các ác sân ai tầm vào quốc học bình sau không.","Chúng tôi đã review báo giá của quý công ty, mức giá hơi cao so với budget ban đầu. Ngân sách của chúng tôi cho project này là khoảng 200 nghìn đô la Mỹ. Nếu ký hợp đồng 2 năm, quý vị có thể offer giảm giá 10% được không? Chúng tôi cũng cần thời gian bảo hành tối thiểu 18 tháng. Vậy chúng ta có thể chốt lại các action items vào cuộc họp tuần sau không?"
